AtcoCode	CrsRef	Latitude	Longitude	StationName	StopType	TiplocRef	StationName2	NodeID
9100BRHM	BAA	50.8309065259	-0.6396798706	Barnham	RLY	BRHM	Barnham Rail Station	
9100BNHL	BNL	55.8774898052	-4.2230048768	Barnhill	RLY	BNHL	Barnhill Rail Station	
9100BNSLY	BNY	53.5543007868	-1.477164683	Barnsley	RLY	BNSLY	Barnsley Rail Station	
9100BNSLY		53.5543007868	-1.477164683	Barnsley Signal 2305	TL3	BNSL305	Barnsley Signal 2305	
9100BRNSTPL	BNP	51.0739695332	-4.0631168535	Barnstaple	RLY	BRNSTPL	Barnstaple Rail Station	
9100BGRN	BTG	52.3610882676	-1.9924664961	Barnt Green	RLY	BGRN	Barnt Green Rail Station	
9400ZZLUBSC		51.4903109204	-0.2134269042	Barons Court Underground	MET	BRNSTLT	Barons Court Underground Station	
9100BRHD	BRR	55.8037529901	-4.3972832666	Barrhead	RLY	BRHD	Barrhead Rail Station	
9100BRRHL	BRL	55.0970046483	-4.7817810548	Barrhill	RLY	BRRHL	Barrhill Rail Station	
9100BARWHVN	BAV	53.6974209189	-0.3929551595	Barrow Haven	RLY	BARWHVN	Barrow Haven Rail Station	
9100BAROW	BIF	54.119000142	-3.2261203352	Barrow-in-Furness	RLY	BAROW	Barrow-in-Furness Rail Station	
9100BAROWOS	BWS	52.7493356502	-1.1448429401	Barrowupon Soar	RLY	BAROWOS	Barrowupon Soar Rail Station	
9100BARRY	BRY	51.3967826006	-3.2849843663	Barry	RLY	BARRY	Barry Rail Station	
9100BARRYDK	BYD	51.4024416556	-3.2607033481	Barry Docks	RLY	BARRYDK	Barry Docks Rail Station	
9100BARRYIS	BYI	51.3924134239	-3.2733634199	Barry Island	RLY	BARRYIS	Barry Island Rail Station	
9100BRRYLNK	BYL	56.4931488847	-2.7454417242	Barry Links	RLY	BRRYLNK	Barry Links Rail Station	
9400ZZBPBTN		53.8047565022	-3.0553604126	Barton Avenue (not in use) (Blackpool Tramway)	MET		Barton Avenue (not in use) (Blackpool Tramway)	
9100BRTHMBR	BAU	53.6889186312	-0.4434366557	Barton-on-Humber	RLY	BRTHMBR	Barton-on-Humber Rail Station	
9400ZZNOBFD		52.9816679114	-1.1785724158	Basford Tram Stop	MET		Basford Tram Stop	
9100BASILDN	BSO	51.5681064873	0.4567889653	Basildon	RLY	BASILDN	Basildon Rail Station	
9100BSNGSTK	BSK	51.268356913	-1.087263719	Basingstoke	RLY	BSNGSTK	Basingstoke Rail Station	
9100BATABAL	BBL	51.2897607812	0.1942275742	Bat & Ball	RLY	BATABAL	Bat & Ball Rail Station	
9100BATHSPA	BTH	51.3776862324	-2.3570181502	Bath Spa	RLY	BATHSPA	Bath Spa Rail Station	
9100BTHGATE	BHG	55.897152204	-3.636096071	Bathgate	RLY	BTHGATE	Bathgate Rail Station	
9100BATLEY	BTL	53.7099413407	-1.6229524536	Batley	RLY	BATLEY	Batley Rail Station	
9100BTRSBY	BTT	54.4576799953	-1.0929717486	Battersby	RLY	BTRSBY	Battersby Rail Station	
9100BATRSPK	BAK	51.4769597525	-0.1475334396	Battersea Park	RLY	BATRSPK	Battersea Park Rail Station	
9100BATTLE	BAT	50.9129155741	0.4947028946	Battle	RLY	BATTLE	Battle Rail Station	
9100BTLSBDG	BLB	51.6248254025	0.5652856347	Battlesbridge	RLY	BTLSBDG	Battlesbridge Rail Station	
9100BAYFORD	BAY	51.7577164299	-0.0956099393	Bayford	RLY	BAYFORD	Bayford Rail Station	
9400ZZLUBWT		51.5122841035	-0.1879379273	Bayswater Underground	MET		Bayswater Underground Station	
9400ZZBPBEA		53.8820106648	-3.038958849	Beach Road (not in use) (Blackpool Tramway)	MET		Beach Road (not in use) (Blackpool Tramway)	
9100BCNSFLD	BCF	51.6112912374	-0.6438221979	Beaconsfield	RLY	BCNSFLD	Beaconsfield Rail Station	
9400ZZNOBCF		52.9702332702	-1.1707929236	Beaconsfield Street Tram Stop	MET		Beaconsfield Street Tram Stop	
9100BEARLEY	BER	52.2444104194	-1.7502552814	Bearley	RLY	BEARLEY	Bearley Rail Station	
9100BSDN	BRN	55.917129334	-4.3320201284	Bearsden	RLY	BSDN	Bearsden Rail Station	
9100BSTD	BSD	51.2758214622	0.5775804824	Bearsted	RLY	BSTD	Bearsted Rail Station	
9100BEASDAL	BSL	56.8995538133	-5.7638014735	Beasdale	RLY	BEASDAL	Beasdale Rail Station	
9100BLIEURD	BEU	50.8550485949	-1.5047494667	Beaulieu Road	RLY	BLIEURD	Beaulieu Road Rail Station	
9100BEAULY	BEL	57.4782825439	-4.4698657775	Beauly	RLY	BEAULY	Beauly Rail Station	
9100BEBNGTN	BEB	53.3576538589	-3.0036346731	Bebington	RLY	BEBNGTN	Bebington Rail Station	
9100BECCLES	BCC	52.4585225001	1.5694935679	Beccles	RLY	BECCLES	Beccles Rail Station	
9100BCKNHMH	BEC	51.4245825486	-0.0159510302	Beckenham Hill	RLY	BCKNHMH	Beckenham Hill Rail Station	
9100BCKNHMJ	BKJ	51.411035107	-0.0258127416	Beckenham Junction	RLY	BCKNHMJ	Beckenham Junction Rail Station	
9100BCKNMJC	BKJ	51.4111735319	-0.0260224802	Beckenham Junction	RLY	BCKNMJC	Beckenham Junction Rail Station	
9400ZZCRBEK		51.4107302696	-0.0264010718	Beckenham Junction Tram Stop	MET		Beckenham Junction Tram Stop	
9400ZZCRBRD		51.4095318654	-0.0434205779	Beckenham Road Tram Stop	MET		Beckenham Road Tram Stop	
9400ZZREBCK		54.3927844718	-3.2820327144	Beckfoot (Ravenglassand Eskdaleway)	MET		Beckfoot (Ravenglassand Eskdale Railway)	
9400ZZDLBEC		51.5143617299	0.0614525658	Beckton DLR	MET		Beckton DLR Station	
9400ZZDLBPK		51.5087927423	0.054932371	Beckton Park DLR	MET		Beckton Park DLR Station	
9400ZZLUBEC		51.5403312647	0.127016019	Becontree Underground	MET		Becontree Underground Station	
9400ZZWDBED		54.2891103036	-1.5874996329	Bedale (Wensleydaleway)	MET		Bedale (Wensleydale Railway)	
9400ZZWHBDD		53.0121008437	-4.1084881243	Beddgelert (Welsh Highland Rly-Caernarfon)	MET		Beddgelert (Welsh Highland Rly-Caernarfon)	
9400ZZCRBED		51.3892418129	-0.1421670818	Beddington Lane Tram Stop	MET		Beddington Lane Tram Stop	
9400ZZTWBDE		54.9744331387	-1.4651378301	Bede (Tyne and Wear Metro)	MET		Bede (Tyne and Wear Metro Station)	
9100BEDFDM	BDM	52.136187361	-0.4794422997	Bedford	RLY	BEDFDM	Bedford Rail Station	
9100BESJOHN	BSJ	52.1294781518	-0.467500948	Bedford St Johns	RLY	BESJOHN	Bedford St Johns Rail Station	
9100BDHMPTN	BDH	50.8539567239	-0.9958283305	Bedhampton	RLY	BDHMPTN	Bedhampton Rail Station	
9100BDHMNRD		50.8544467111	-0.9952921588	Bedhampton-New Road	BCQ	BDHMNRD	Bedhampton-New Road	
9100BDMNSTR	BMT	51.4400878832	-2.594148945	Bedminster	RLY	BDMNSTR	Bedminster Rail Station	
9100BEDWRTH	BEH	52.4792966998	-1.4673920773	Bedworth	RLY	BEDWRTH	Bedworth Rail Station	
9100BEDYN	BDW	51.3796400302	-1.5987860961	Bedwyn	RLY	BEDYN	Bedwyn Rail Station	
9100BESTON	BEE	52.9207548099	-1.2076578891	Beeston	RLY	BESTON	Beeston Rail Station	
9400ZZNOBEE		52.9253418346	-1.214788603	Beeston Centre Tram Stop	MET		Beeston Centre Tram Stop	
9400ZZSYDHL		53.3417026048	-1.3475061446	Beighton-Drake House La (Sheffield Supertram)	MET		Beighton-Drake House La (Sheffield Supertram)	
9100BEKSBRN	BKS	51.2613575592	1.1367078405	Bekesbourne	RLY	BEKSBRN	Bekesbourne Rail Station	
		54.6353275	-5.8806037	Belfast Port	FER	BLFSTPT	Belfast Port	1615795939
9400ZZCRBGV		51.4009632849	-0.1785107624	Belgrave Walk Tram Stop	MET		Belgrave Walk Tram Stop	
9100BLLVUE	BLV	53.462374605	-2.1805069595	Belle Vue	RLY	BLLVUE	Belle Vue Rail Station	
9100BLGRVE	BLG	55.8567042189	-4.2243739328	Bellgrove	RLY	BLGRVE	Bellgrove Rail Station	
9100BELNGHM	BGM	51.4329130585	-0.0193307245	Bellingham	RLY	BELNGHM	Bellingham Rail Station	
9100BLSHL	BLH	55.8170634618	-4.0244990837	Bellshill	RLY	BLSHL	Bellshill Rail Station	
9100BELM	BLM	51.3438147997	-0.1988550453	Belmont	RLY	BELM	Belmont Rail Station	
9100BELPER	BLP	53.0237583907	-1.4825103417	Belper	RLY	BELPER	Belper Rail Station	
9400ZZLUBZP		51.5503107524	-0.1646475586	Belsize Park Underground	MET		Belsize Park Underground Station	
9100BLTRNAB	BEG	51.2047087228	0.4034955963	Beltring	RLY	BLTRNAB	Beltring Rail Station	
9100BELVEDR	BVD	51.4921182003	0.1522861906	Belvedere	RLY	BELVEDR	Belvedere Rail Station	
9100BEMPTON	BEM	54.1276593538	-0.1804567626	Bempton	RLY	BEMPTON	Bempton Rail Station	
9100BNRHYDN	BEY	53.9257140519	-1.7974300566	Ben Rhydding	RLY	BNRHYDN	Ben Rhydding Rail Station	
9400ZZMABLL		53.3870738638	-2.2562209644	Benchill (Manchester Metrolink)	MET		Benchill (Manchester Metrolink)	
9100BENFLET	BEF	51.5439450657	0.5617134708	Benfleet	RLY	BENFLET	Benfleet Rail Station	
9100BNTHAM	BEN	54.1155172795	-2.5106761514	Bentham	RLY	BNTHAM	Bentham Rail Station	
9100BNTEY	BTY	51.181233083	-0.8681268044	Bentley (Hants)	RLY	BNTEY	Bentley (Hants) Rail Station	
9100BTLYSY	BYK	53.543936397	-1.1509484758	Bentley (SYorks)	RLY	BTLYSY	Bentley (SYorks) Rail Station	
9400ZZTWBTN		55.0137064803	-1.5677776983	Benton (Tyne and Wear Metro)	MET		Benton (Tyne and Wear Metro Station)	
9100BEREALS	BAS	50.4855936365	-4.2003544776	Bere Alston	RLY	BEREALS	Bere Alston Rail Station	
9100BEREFRS	BFE	50.4512769436	-4.1814342298	Bere Ferrers	RLY	BEREFRS	Bere Ferrers Rail Station	
9100BERKHMD	BKM	51.7631338549	-0.5620128997	Berkhamsted	RLY	BERKHMD	Berkhamsted Rail Station	
9100BKSWELL	BKW	52.3958809282	-1.6428402938	Berkswell	RLY	BKSWELL	Berkswell Rail Station	
9400ZZLUBMY		51.4979531101	-0.0637685138	Bermondsey Underground	MET		Bermondsey Underground Station	
9100BERMPRK	BEP	52.5014336329	-1.4721775983	Bermuda Park	RLY	BERMPRK	Bermuda Park Rail Station	
9100BRNYARM	BYA	52.5897871607	1.630375656	Berney Arms	RLY	BRNYARM	Berney Arms Rail Station	
9100BERRYB	BBW	53.621040701	-1.7934320772	Berry Brow	RLY	BERRYB	Berry Brow Rail Station	
9100BRLANDS	BRS	51.399045184	-0.2807135895	Berrylands	RLY	BRLANDS	Berrylands Rail Station	
9100BERWICK	BRK	50.8403782915	0.1660177005	Berwick (Sussex)	RLY	BERWICK	Berwick (Sussex) Rail Station	
9100BRWCKUT	BWK	55.7743372472	-2.0109733276	Berwick-upon-Tweed	RLY	BRWCKUT	Berwick-upon-Tweed Rail Station	
9400ZZLLBER		52.9798140527	-3.1952704983	Berwyn (Llangollenway)	MET		Berwyn (Llangollen Railway)	
9100BESCRLA	BES	53.6238522682	-2.9146105304	Bescar Lane	RLY	BESCRLA	Bescar Lane Rail Station	
9100BSCTSTA	BSC	52.5630931361	-1.9911054766	Bescot Stadium	RLY	BSCTSTA	Bescot Stadium Rail Station	
9400ZZMABOB		53.5420573075	-2.286144913	Besseso'th'barn (Manchester Metrolink)	MET		Besseso'th'barn (Manchester Metrolink)	
9100BTCHWTH	BTO	51.2481892084	-0.266972937	Betchworth	RLY	BTCHWTH	Betchworth Rail Station	
9100BTHNLGR	BET	51.5239172689	-0.059567964	Bethnal Green	RLY	BTHNLGR	Bethnal Green Rail Station	
9400ZZLUBLG		51.5272222234	-0.0555061319	Bethnal Green Underground	MET		Bethnal Green Underground Station	
9100BETSYCD	BYC	53.0920664543	-3.8008613362	Betws-y-Coed	RLY	BETSYCD	Betws-y-Coed Rail Station	
9100BEVERLY	BEV	53.8422735094	-0.4229800465	Beverley	RLY	BEVERLY	Beverley Rail Station	
9400ZZSVBEW		52.3754705916	-2.3063456989	Bewdley (Severn Valleyway)	MET		Bewdley (Severn Valley Railway)	
9100BEXHILL	BEX	50.8410424261	0.4770167081	Bexhill	RLY	BEXHILL	Bexhill Rail Station	
9100BEXLEY	BXY	51.4402194785	0.1479025861	Bexley	RLY	BEXLEY	Bexley Rail Station	
9100BXLYHTH	BXH	51.4635001507	0.1337349617	Bexleyheath	RLY	BXLYHTH	Bexleyheath Rail Station	
		51.8981266	-1.1414103	Bicester Gavray Junction	TPL	BCSTGJN	Bicester Gavray Junction 4743824179	
9100BCSTN	BCS	51.9034827625	-1.150383403	Bicester North	RLY	BCSTN	Bicester North Rail Station	
		51.8959658	-1.128775	Bicester South Junction	TPL	BCSTSJ	Bicester South Junction  3086025191	
9100BCSTRTN	BIT	51.8930234244	-1.1487641331	Bicester Village	RLY	BCSTRTN	Bicester Village Rail Station	
9100BICKLEY	BKL	51.4001042145	0.0452406267	Bickley	RLY	BICKLEY	Bickley Rail Station	
9100BICKLEY		51.4001042145	0.0452406267	Bickley Signal VS626	TL3	BICK626	Bickley Signal VS626	
9100BDSTON	BID	53.409136532	-3.0785605792	Bidston	RLY	BDSTON	Bidston Rail Station	
9100BIGLSWD	BIW	52.0846798486	-0.2611871142	Biggleswade	RLY	BIGLSWD	Biggleswade Rail Station	
9100BILBROK	BBK	52.6237178364	-2.1860877362	Bilbrook	RLY	BILBROK	Bilbrook Rail Station	
9100BILERCY	BIC	51.6288836605	0.4186297218	Billericay	RLY	BILERCY	Billericay Rail Station	
9100BLNGHM	BIL	54.6056060992	-1.2797195531	Billingham	RLY	BLNGHM	Billingham Rail Station	
9100BILSHST	BIG	51.0152044765	-0.4503021538	Billingshurst	RLY	BILSHST	Billingshurst Rail Station	
9400ZZWMBI		52.5658204819	-2.0749009681	Bilston Central (Midland Metro Stop)	MET		Bilston Central (Midland Metro Stop)	
9100BINGHAM	BIN	52.954190664	-0.9515432512	Bingham	RLY	BINGHAM	Bingham Rail Station	
9100BNGY	BIY	53.848614092	-1.8373222859	Bingley	RLY	BNGY	Bingley Rail Station	
9100BCHGRV	BCG	51.5215561911	-3.2018532337	Birchgrove	RLY	BCHGRV	Birchgrove Rail Station	
9100BCNGNOS	BCH	51.3774925949	1.3014085963	Birchington-on-Sea	RLY	BCNGNOS	Birchington-on-Sea Rail Station	
9100BIRCHWD	BWD	53.412718144	-2.525307884	Birchwood	RLY	BIRCHWD	Birchwood Rail Station	
9100BIRKBCK	BIK	51.4038915987	-0.0557386582	Birkbeck	RLY	BIRKBCK	Birkbeck Rail Station	
9400ZZCRBIR		51.4037665038	-0.055787097	Birkbeck Tram Stop	MET		Birkbeck Tram Stop	
9100BKDLE	BDL	53.6340495823	-3.0144496087	Birkdale	RLY	BKDLE	Birkdale Rail Station	
9100BRKNHDC	BKC	53.3883133914	-3.0208206537	Birkenhead Central	RLY	BRKNHDC	Birkenhead Central Rail Station	
9300BRK		53.4024772549	-3.0179860396	Birkenhead Ferry	FER	BRKNIOM	12 Quays Birkenhead Ferry	
9100HAMTSQ	BKQ	53.3946935017	-3.0136796633	Birkenhead Hamilton Square	RLY	HAMTSQ	Birkenhead Hamilton Square Rail Station	
9100BRKNHDN	BKN	53.4044346417	-3.0575331428	Birkenhead North	RLY	BRKNHDN	Birkenhead North Rail Station	
9100BRKNHDP	BKP	53.3974053213	-3.0391007784	Birkenhead Park	RLY	BRKNHDP	Birkenhead Park Rail Station	
9400ZZBKBKH		55.9933160011	-3.660711499	Birkhill (Bo'ness & Kinneilway)	MET		Birkhill (Bo'ness & Kinneil Railway)	
9400ZZSYBRL		53.3403837145	-1.3993569244	Birley Lane (Sheffield Supertram)	MET		Birley Lane (Sheffield Supertram)	
9400ZZSYBMR		53.3415700329	-1.3886914889	Birley Moor Road (Sheffield Supertram)	MET		Birley Moor Road (Sheffield Supertram)	
9100BHAMINT	BHI	52.4508069719	-1.7258566656	Birmingham International	RLY	BHAMINT	Birmingham International Rail Station	
9300CAW1	CAW1	52.4531028207	-1.7312576057	Birmingham International Airport	GAT	BHAMNEC	Birmingham International Airport	
9400ZZARAIR		52.4530781179	-1.7322583868	Birmingham International Airport (Air-Raillink)	MET		Birmingham International Airport (Air-Raillink)	
9400ZZARAIL		52.4504660708	-1.7261677803	Birmingham Intl (Air-Rail Link)	MET		Birmingham Intl Rail Station (Air-Rail Link)	
9100BHAMMRS	BMO	52.4790792138	-1.8924725073	Birmingham Moor Street	RLY	BHAMMRS	Birmingham Moor Street Rail Station	
9100BHAMNWS	BHM	52.4778183868	-1.900205346	Birmingham New Street	RLY	BHAMNWS	Birmingham New Street Rail Station	
9100BHAMSNH	BSW	52.4833552574	-1.8990884587	Birmingham Snow Hill	RLY	BHAMSNH	Birmingham Snow Hill Rail Station	
9100BSAUKLD	BIA	54.6571952683	-1.6777149104	Bishop Auckland	RLY	BSAUKLD	Bishop Auckland Rail Station	
9100BSAUWEA	BIA	54.6571952271	-1.6776994103	Bishop Auckland	RLY	BSAUWEA	Bishop Auckland Rail Station	
9100BSPSLYD	BIB	51.0545864166	-3.1943297593	Bishop's Lydeard	RLY	BSPSLYD	Bishop's Lydeard Rail Station	
9100BSHB	BBG	55.9038780936	-4.2249147494	Bishopbriggs	RLY	BSHB	Bishopbriggs Rail Station	
9300CDI	CDI	51.0545864166	-3.1943297593	Bishops Lydeard (West Somersetway)	MET	BSPSBUS	Bishops Lydeard (West Somerset Railway)	
9400ZZWSBLD		51.0545864166	-3.1943297593	Bishops Lydeard (West Somersetway)	MET		Bishops Lydeard (West Somerset Railway)	
9100BSHPSFD	BIS	51.8666913821	0.1648941961	Bishops Stortford	RLY	BSHPSFD	Bishops Stortford Rail Station	
9100BSSN	BIP	50.7801435316	0.0827570087	Bishopstone	RLY	BSSN	Bishopstone Rail Station	
9300CHH	CHH	50.7823173958	0.0844141071	Bishopstone-Hill Rise	BCQ	BSSNBUS	Bishopstone-Hill Rise	
9100BISHPTN	BPT	55.902263983	-4.500486466	Bishopton	RLY	BISHPTN	Bishopton Rail Station	
9400ZZBPBSH		53.8493644093	-3.0534727165	Bispham (Blackpool Tramway)	MET		Bispham (Blackpool Tramway)	
9100BITERNE	BTE	50.9182208234	-1.3769994706	Bitterne	RLY	BITERNE	Bitterne Rail Station	
9400ZZAVBIT		51.4303490665	-2.4762144951	Bitton (Avon Valleyway)	MET		Bitton (Avon Valley Railway)	
9400ZZWMBL		52.5305046966	-2.0109237485	Black Lake (Midland Metro Stop)	MET		Black Lake (Midland Metro Stop)	
9100BLKB	BBN	53.7465160763	-2.4791220517	Blackburn	RLY	BLKB	Blackburn Rail Station	
9400ZZLUBKF		51.5115812033	-0.1036585383	Blackfriars Underground	MET		Blackfriars Underground Station	
9100BLKHTH	BKH	51.4657962411	0.0088719557	Blackheath	RLY	BLKHTH	Blackheath Rail Station	
9400ZZCRBLA		51.3847572364	-0.0705622116	Blackhorse Lane Tram Stop	MET		Blackhorse Lane Tram Stop	
9100BLCHSRD	BHO	51.5866054825	-0.0412356603	Blackhorse Road	RLY	BLCHSRD	Blackhorse Road Rail Station	
9400ZZLUBLR		51.5869187911	-0.0411500067	Blackhorse Road Underground	MET		Blackhorse Road Underground Station	
9100BLCKPLN	BPN	53.8219148148	-3.0492746535	Blackpool North	RLY	BLCKPLN	Blackpool North Rail Station	
9100BLCKPB	BPB	53.7879522334	-3.0538759547	Blackpool Pleasure Beach	RLY	BLCKPB	Blackpool Pleasure Beach Rail Station	
9100BLCKS	BPS	53.7987007474	-3.0489378121	Blackpool South	RLY	BLCKS	Blackpool South Rail Station	
9100BLKRDGE	BKR	55.8842513938	-3.7507966685	Blackridge	RLY	BLKRDGE	Blackridge Rail Station	
9100BLRD	BLK	53.5915219803	-2.5695239431	Blackrod	RLY	BLRD	Blackrod Rail Station	
9400ZZDLBLA		51.5079905769	-0.0069688247	Blackwall DLR	MET		Blackwall DLR Station	
9100BCKWATR	BAW	51.3315815812	-0.7767409358	Blackwater	RLY	BCKWATR	Blackwater Rail Station	
		51.6650269842	-3.1958724498	Blackwood	BCS	YSTRBWD	Blackwood	
9100BLAENAU	BFF	52.9945483707	-3.9385949296	Blaenau Ffestiniog	RLY	BLAENAU	Blaenau Ffestiniog Rail Station	
9100BLARATH	BLA	56.7655459781	-3.85022796	Blair Atholl	RLY	BLARATH	Blair Atholl Rail Station	
9100BLAIRHL	BAI	55.8664508149	-4.0432903124	Blairhill	RLY	BLAIRHL	Blairhill Rail Station	
9100BLKST	BKT	52.6048847363	-1.8449143822	Blake Street	RLY	BLKST	Blake Street Rail Station	
9100BLAKEDN	BKD	52.4064007898	-2.1768653807	Blakedown	RLY	BLAKEDN	Blakedown Rail Station	
9100BLANTYR	BLT	55.7973256008	-4.0869707435	Blantyre	RLY	BLANTYR	Blantyre Rail Station	
9100BLAYDON	BLO	54.9657885156	-1.7125806964	Blaydon	RLY	BLAYDON	Blaydon Rail Station	
9100BLEASBY	BSB	53.0413650607	-0.9436874364	Bleasby	RLY	BLEASBY	Bleasby Rail Station	
9100BLTCHLY	BLY	51.9953344532	-0.7363204181	Bletchley	RLY	BLTCHLY	Bletchley Rail Station	
9100BLOXWCH	BLX	52.6182002707	-2.0114778264	Bloxwich	RLY	BLOXWCH	Bloxwich Rail Station	
9100BLOXN	BWN	52.6254362343	-2.0176843634	Bloxwich North	RLY	BLOXN	Bloxwich North Rail Station	
9400ZZWSBLA		51.181695919	-3.4009221903	Blue Anchor (West Somersetway)	MET		Blue Anchor (West Somerset Railway)	
9100BLNDLAC	BLN	53.4876834348	-3.0398597753	Blundellsands & Crosby	RLY	BLNDLAC	Blundellsands & Crosby Rail Station	
9100BLYBDGE	BYB	52.9681422673	-2.0669611081	Blythe Bridge	RLY	BLYBDGE	Blythe Bridge Rail Station	
9400ZZBKBON		56.0179443646	-3.6004190257	Bo'ness (Bo'ness & Kinneilway)	MET		Bo'ness (Bo'ness & Kinneilway)	
9400ZZSPBOG		57.2481000945	-3.7525248575	Boat of Garten (Strathspeyway)	MET		Boat of Garten (Strathspey Railway)	
9400ZZKEBOD		50.996767566	0.5397473409	Bodiam (Kent & East Sussexway)	MET		Bodiam (Kent & East Sussex Railway)	
9400ZZBWBDG		50.4653901193	-4.716238112	Bodmin General (Bodmin & Wenfordway)	MET		Bodmin General (Bodmin & Wenford Railway)	
9100BODMNPW	BOD	50.4458627566	-4.6629283511	Bodmin Parkway	RLY	BODMNPW	Bodmin Parkway Rail Station	
9100BODORGN	BOR	53.2043019386	-4.4180031882	Bodorgan	RLY	BODORGN	Bodorgan Rail Station	
9100BOGNORR	BOG	50.7865590557	-0.6761782008	Bognor Regis	RLY	BOGNORR	Bognor Regis Rail Station	
9100BOGSTON	BGS	55.9370415655	-4.7114009764	Bogston	RLY	BOGSTON	Bogston Rail Station	
9100BOLTON	BON	53.5741432523	-2.4258246378	Bolton	RLY	BOLTON	Bolton Rail Station	
9400ZZEBBAB		53.9763603779	-1.9079358215	Bolton Abbey (Embsay & Bolton Abbeyway)	MET		Bolton Abbey (Embsay & Bolton Abbey Railway)	
9100BLTNODR	BTD	53.5189465348	-1.3115460235	Bolton-Upon-Dearne	RLY	BLTNODR	Bolton-Upon-Dearne Rail Station	
9400ZZLUBND		51.5143042862	-0.1497227642	Bond Street Underground	MET		Bond Street Underground Station	
9100BOOKHAM	BKA	51.2887386585	-0.3840206064	Bookham	RLY	BOOKHAM	Bookham Rail Station	
9100BOOTLE	BOC	54.291302008	-3.3938616419	Bootle (Cumbria)	RLY	BOOTLE	Bootle (Cumbria) Rail Station	
9100BOOTLNS	BNW	53.4533885729	-2.9947472432	Bootle New Strand	RLY	BOOTLNS	Bootle New Strand Rail Station	
9100BOOTLOR	BOT	53.4466207221	-2.9957333951	Bootle Oriel Road	RLY	BOOTLOR	Bootle Oriel Road Rail Station	
9100BRDS	BBS	52.4718729941	-1.8777686341	Bordesley	RLY	BRDS	Bordesley Rail Station	
9100BORWGAW	BRG	51.2932192433	0.3062450613	Borough Green & Wrotham	RLY	BORWGAW	Borough Green & Wrotham Rail Station	
9400ZZLUBOR		51.5011988359	-0.0933697758	Borough Underground	MET		Borough Underground Station	
9100BORTH	BRH	52.4910269973	-4.0501761908	Borth	RLY	BORTH	Borth Rail Station	
9100BOSHAM	BOH	50.8427476195	-0.8474311415	Bosham	RLY	BOSHAM	Bosham Rail Station	
9100BOSTON	BSN	52.9780899418	-0.0310031523	Boston	RLY	BOSTON	Boston Rail Station	
9400ZZLUBOS		51.495634566	-0.3249392349	Boston Manor Underground	MET		Boston Manor Underground Station	
9100BOTLEY	BOE	50.9164542694	-1.2592363757	Botley	RLY	BOTLEY	Botley Rail Station	
9100BOTESFD	BTF	52.9446145217	-0.7948426194	Bottesford	RLY	BOTESFD	Bottesford Rail Station	
9400ZZLUBDS		51.6070343405	-0.1242347139	Bounds Green Underground	MET		Bounds Green Underground Station	
9100BORGSTM		51.0739941219	1.3944160745	Bourg Saint Maurice	RLY		Bourg Saint Maurice Rail Station	
9100BORNEND	BNE	51.5771179015	-0.7104734601	Bourne End	RLY	BORNEND	Bourne End Rail Station	
9100BOMO	BMH	50.7272733214	-1.8645029468	Bournemouth	RLY	BOMO	Bournemouth Rail Station	
9100BOURNVL	BRV	52.4269631191	-1.9264238296	Bournville	RLY	BOURNVL	Bournville Rail Station	
9100BOWBRKH	BWB	52.0043007316	-0.696077747	Bow Brickhill	RLY	BOWBRKH	Bow Brickhill Rail Station	
9400ZZDLBOW		51.5278580472	-0.0209362778	Bow Church DLR	MET		Bow Church DLR Station	
9400ZZLUBWR		51.5269395095	-0.0251280863	Bow Road Underground	MET		Bow Road Underground Station	
9100BOWESPK	BOP	51.607011879	-0.1205818738	Bowes Park	RLY	BOWESPK	Bowes Park Rail Station	
9400ZZMABOW		53.5245325498	-2.2488600202	Bowker Vale (Manchester Metrolink)	MET		Bowker Vale (Manchester Metrolink)	
		55.6521338	-2.8670236	Bowland Junction	TPL	BWLDJN	Bowland Junction  1236143773	
9100BOWLING	BWG	55.931079406	-4.4938415258	Bowling	RLY	BOWLING	Bowling Rail Station	
9100BOXHAWH	BXW	51.2540118533	-0.3284898749	Box Hill & Westhumble	RLY	BOXHAWH	Box Hill & Westhumble Rail Station	
9300DIT	DIT	51.2541578845	-0.3229816619	Boxhill-Burford Bridge Hotel	BCQ	BOXHBUS	Boxhill-Burford Bridge Hotel	
9100BRACKNL	BCE	51.4130918883	-0.751703561	Bracknell	RLY	BRACKNL	Bracknell Rail Station	
9100BRADFS	BDQ	53.7969244127	-1.7529615389	Bradford Forster Square	RLY	BRADFS	Bradford Forster Square Rail Station	
9100BRADIN	BDI	53.7910752487	-1.7495957012	Bradford Interchange	RLY	BRADIN	Bradford Interchange Rail Station	
9100BRDFDOA	BOA	51.3449141788	-2.2523266417	Bradford-on-Avon	RLY	BRDFDOA	Bradford-on-Avon Rail Station	
9100BRDING	BDN	50.678371929	-1.1387223325	Brading	RLY	BRDING	Brading Rail Station	
9400ZZWMBR		52.5556628417	-2.057302305	Bradley Lane (Midland Metro Stop)	MET		Bradley Lane (Midland Metro Stop)	
9100BRAINTR	BTR	51.8753916838	0.5566871081	Braintree	RLY	BRAINTR	Braintree Rail Station	
9100BRAINFP	BTP	51.8694161382	0.5684348145	Braintree Freeport	RLY	BRAINFP	Braintree Freeport Rail Station	
